Macrogene,gene,weight
Macrogene 30,marm_CDKAL1,0.32251215
Macrogene 30,mouse_Nsun2,0.32244647
Macrogene 30,marm_KAT2B,0.32228893
Macrogene 30,mouse_Ttll11,0.31860033
Macrogene 30,marm_BCKDHB,0.3168436
Macrogene 30,marm_FARS2,0.31600022
Macrogene 30,mouse_Prodh,0.3113645
Macrogene 30,marm_TMEM144,0.30997047
Macrogene 30,mouse_Khdrbs2,0.30447686
Macrogene 30,marm_PIP4K2A,0.2955426
Macrogene 30,marm_ACACB,0.28928727
Macrogene 30,mouse_Asic2,0.28750864
Macrogene 30,mouse_Plcl1,0.2815283
Macrogene 30,marm_KCND2,0.2795072
Macrogene 30,marm_PDE1C,0.27706042
Macrogene 30,mouse_Osbp2,0.27039874
Macrogene 30,mouse_Agbl1,0.26650563
Macrogene 30,mouse_Kcnt2,0.2613446
Macrogene 30,marm_ELOVL5,0.25958872
Macrogene 30,mouse_Hccs,0.25851107
Macrogene 30,mouse_Pemt,0.25764978
Macrogene 30,mouse_Grm8,0.25710866
Macrogene 30,mouse_Stxbp5l,0.256178
Macrogene 30,marm_FHIT,0.2559691
Macrogene 30,mouse_Gas7,0.25573006
Macrogene 30,mouse_Adssl1,0.25389773
Macrogene 30,marm_ENPP2,0.25227416
Macrogene 30,marm_EEF1AKMT1,0.25114757
Macrogene 30,mouse_Cfap61,0.2502404
Macrogene 30,mouse_Kcnj6,0.24842875
Macrogene 30,marm_DPH6,0.2482493
Macrogene 30,mouse_Ddi1,0.24715404
Macrogene 30,marm_PRIM2,0.24708511
Macrogene 30,marm_COLGALT2,0.24617164
Macrogene 30,mouse_Acacb,0.23934907
Macrogene 30,mouse_Gss,0.23926997
Macrogene 30,mouse_Arhgap26,0.23826768
Macrogene 30,marm_KYAT3,0.23741062
Macrogene 30,marm_CRYL1,0.23665316
Macrogene 30,mouse_Nnmt,0.23089415
Macrogene 30,marm_NQO1,0.22923142
Macrogene 30,mouse_Slc9a9,0.22922698
Macrogene 30,marm_SLC9A9,0.22914176
Macrogene 30,mouse_Bcat1,0.22763772
Macrogene 30,mouse_Ogfrl1,0.22725567
Macrogene 30,marm_ME1,0.22653562
Macrogene 30,mouse_Cnnm2,0.22413754
Macrogene 30,mouse_Pgm2l1,0.22334138
Macrogene 30,mouse_Vrk2,0.22323467
Macrogene 30,mouse_Xylt2,0.222576
Macrogene 30,marm_ANO3,0.22013414
Macrogene 30,mouse_Pde1c,0.21877646
Macrogene 30,marm_PIR,0.2184345
Macrogene 30,marm_PLCL1,0.21734107
Macrogene 30,marm_SELENOP,0.21576399
Macrogene 30,marm_KIF6,0.215085
Macrogene 30,marm_PDE7B,0.21378034
Macrogene 30,marm_TF,0.21049127
Macrogene 30,marm_SGCZ,0.21025491
Macrogene 30,mouse_mt-Atp6,0.20798887
Macrogene 30,mouse_Tsnax,0.20644942
Macrogene 30,marm_NMT2,0.20575686
Macrogene 30,marm_ANKMY2,0.20453133
Macrogene 30,mouse_Kcnma1,0.20384693
Macrogene 30,mouse_Qdpr,0.20077732
Macrogene 31,mouse_Olfr556,1.025624
Macrogene 31,mouse_Olfr560,1.0199772
Macrogene 31,mouse_Olfr78,0.9473081
Macrogene 31,mouse_Olfr670,0.9362409
Macrogene 31,mouse_Olfr676,0.9237496
Macrogene 31,mouse_Olfr655,0.9218678
Macrogene 31,mouse_Olfr550,0.91892636
Macrogene 31,mouse_Olfr652,0.90737224
Macrogene 31,mouse_Olfr553,0.89593166
Macrogene 31,mouse_Olfr65,0.87463737
Macrogene 31,mouse_Olfr685,0.87178683
Macrogene 31,mouse_Olfr558,0.84170145
Macrogene 32,marm_NRG1,1.3464732
Macrogene 32,mouse_Nrg1,0.923853
Macrogene 32,marm_AJAP1,0.69250613
Macrogene 32,marm_CALY,0.6314193
Macrogene 32,marm_BAMBI,0.615856
Macrogene 32,mouse_Susd4,0.6134543
Macrogene 32,marm_OCLN,0.5972137
Macrogene 32,marm_LDLRAD4,0.57857335
Macrogene 32,marm_CLTRN,0.5760012
Macrogene 32,marm_ENHO,0.57054704
Macrogene 32,marm_RELL1,0.5699635
Macrogene 32,mouse_Ocln,0.56412977
Macrogene 32,marm_PRIMA1,0.55906236
Macrogene 32,marm_SHISA9,0.5588107
Macrogene 32,marm_ELFN1,0.5551758
Macrogene 32,mouse_Elfn1,0.54661876
Macrogene 32,marm_MRAP2,0.53243077
Macrogene 32,marm_SUSD4,0.4438167
Macrogene 32,marm_TENM4,0.43789655
Macrogene 32,marm_FXYD6,0.42460907
Macrogene 32,mouse_Shisa9,0.41901934
Macrogene 32,mouse_Robo2,0.3778668
Macrogene 32,mouse_Tenm2,0.36741242
Macrogene 32,mouse_Tenm1,0.33006734
Macrogene 32,marm_MAP6,0.32460886
Macrogene 32,mouse_Tenm3,0.31122032
Macrogene 32,marm_PMEPA1,0.29450306
Macrogene 32,mouse_D430041D05Rik,0.26858994
Macrogene 32,marm_FAM163B,0.2418656
Macrogene 32,mouse_Efnb2,0.23441184
Macrogene 32,mouse_Pmepa1,0.23215707
Macrogene 32,mouse_Rnf152,0.22435553
Macrogene 32,marm_TENM1,0.22401227
Macrogene 32,marm_FAM163A,0.20487846
Macrogene 33,mouse_Tenm2,1.0758122
Macrogene 33,mouse_Tenm3,0.89622414
Macrogene 33,marm_TENM3,0.72590965
Macrogene 33,marm_TENM2,0.70214725
Macrogene 33,mouse_Tenm1,0.69630426
Macrogene 33,marm_TENM1,0.6339307
Macrogene 33,mouse_Dlk1,0.58496165
Macrogene 33,mouse_Wif1,0.5777651
Macrogene 33,mouse_Nrsn1,0.553829
Macrogene 33,mouse_Nrg1,0.5389917
Macrogene 33,marm_TENM4,0.4953378
Macrogene 33,marm_WIF1,0.4787303
Macrogene 33,marm_NTNG1,0.31643453
Macrogene 33,mouse_Brinp1,0.26833603
Macrogene 33,marm_BRINP1,0.23329686
Macrogene 33,marm_NRG1,0.22682816
Macrogene 34,mouse_Fam227b,0.87617326
Macrogene 34,mouse_Cnbd1,0.8058488
Macrogene 34,mouse_Fam111a,0.79524964
Macrogene 34,mouse_Hydin,0.73644197
Macrogene 34,mouse_Btbd16,0.6238181
Macrogene 34,marm_HYDIN,0.6206969
Macrogene 34,marm_CFAP65,0.56198406
Macrogene 34,mouse_Ankub1,0.56171906
Macrogene 34,mouse_Cfap47,0.54765165
Macrogene 34,mouse_Ak9,0.52864224
Macrogene 34,mouse_Spag16,0.5004812
Macrogene 34,marm_THEMIS,0.46893954
Macrogene 34,marm_TDRD15,0.39167538
Macrogene 34,mouse_Cenpp,0.389088
Macrogene 34,marm_TTC6,0.36760083
Macrogene 34,marm_CFAP69,0.35005462
Macrogene 34,marm_RGS22,0.33560625
Macrogene 34,marm_DRC7,0.3261861
Macrogene 34,marm_CFAP221,0.32111892
Macrogene 34,marm_RNF17,0.313865
Macrogene 34,marm_CFAP43,0.30234843
Macrogene 34,mouse_Rgs22,0.28629252
Macrogene 34,mouse_Iqch,0.2820971
Macrogene 34,mouse_Nsun7,0.27881598
Macrogene 34,marm_EFCAB6,0.249525
Macrogene 34,mouse_Trim59,0.24811085
Macrogene 34,mouse_Slfn5,0.24717212
Macrogene 34,marm_TMEM232,0.2432569
Macrogene 34,marm_CFAP54,0.23780155
Macrogene 34,mouse_Taf7l,0.2276886
Macrogene 34,mouse_Stpg2,0.22738352
Macrogene 34,marm_AK9,0.22448194
Macrogene 34,marm_DTHD1,0.21663481
Macrogene 35,marm_PAX3,1.5720758
Macrogene 35,mouse_Pax6,1.3005723
Macrogene 35,marm_PAX7,1.1409575
Macrogene 35,marm_PITX1,1.0159726
Macrogene 35,mouse_Dlx1,0.9416555
Macrogene 35,marm_HOXD3,0.9337927
Macrogene 35,marm_DLX1,0.80092436
Macrogene 35,mouse_Otx2,0.7996932
Macrogene 35,marm_PITX2,0.795943
Macrogene 35,marm_MEOX2,0.67000866
Macrogene 35,mouse_Pax3,0.58304286
Macrogene 35,mouse_Pou3f2,0.5468156
Macrogene 35,mouse_Pitx2,0.52985543
Macrogene 35,mouse_Meox2,0.43845862
Macrogene 35,marm_NKX2-1,0.3551917
Macrogene 35,marm_PAX8,0.315171
Macrogene 35,marm_EMX2,0.28928268
Macrogene 35,marm_NOBOX,0.28661826
Macrogene 35,mouse_Sox2,0.24632053
Macrogene 35,marm_NKX6-2,0.24454382
Macrogene 35,mouse_Arx,0.24387562
Macrogene 35,mouse_Prrx1,0.24157962
Macrogene 35,marm_PHOX2A,0.22229207
Macrogene 35,mouse_Mafb,0.2176127
Macrogene 35,mouse_Otp,0.21431899
Macrogene 35,mouse_Nkx2-1,0.20548792
Macrogene 36,marm_POMP,0.7560365
Macrogene 36,mouse_AU015836,0.74683213
Macrogene 36,mouse_Nupr1,0.7293498
Macrogene 36,marm_CAMK2N2,0.39955735
Macrogene 36,marm_CFAP299,0.38275006
Macrogene 36,mouse_Gm12830,0.32963425
Macrogene 36,mouse_Nrep,0.28553787
Macrogene 36,mouse_Gm11146,0.25859058
Macrogene 36,mouse_BC035044,0.23126781
Macrogene 36,mouse_Bex6,0.22815977
Macrogene 36,marm_SMIM2,0.22462791
Macrogene 36,mouse_Ctrc,0.22261149
Macrogene 36,mouse_Tex22,0.219135
Macrogene 37,marm_ADCY1,1.3813256
Macrogene 37,mouse_Adcy2,1.1838125
Macrogene 37,marm_ADCY5,0.93572474
Macrogene 37,marm_ADCY8,0.88042617
Macrogene 37,mouse_Adcy1,0.8786638
Macrogene 37,mouse_Rhbdl3,0.80025697
Macrogene 37,marm_ADCY3,0.7881372
Macrogene 37,marm_ADCY2,0.7580474
Macrogene 37,mouse_Adcy5,0.72431207
Macrogene 37,marm_RHBDL3,0.6895529
Macrogene 37,mouse_Adcy9,0.6866686
Macrogene 37,marm_ADCY9,0.6641184
Macrogene 37,mouse_Adcy8,0.6354043
Macrogene 37,mouse_Adcy4,0.5680771
Macrogene 37,mouse_Trp53i11,0.5453987
Macrogene 37,marm_RABAC1,0.5308089
Macrogene 37,marm_TMEM244,0.5045167
Macrogene 37,marm_ADCY4,0.49802935
Macrogene 37,marm_TMEM241,0.40004063
Macrogene 37,marm_SLC28A1,0.3333335
Macrogene 37,marm_DPY19L2,0.25326908
Macrogene 37,mouse_Slc35f1,0.20628394
Macrogene 38,marm_SFXN5,0.6530724
Macrogene 38,mouse_Ndst4,0.47278953
Macrogene 38,marm_ARRB1,0.47088233
Macrogene 38,mouse_Cacnb4,0.46129727
Macrogene 38,mouse_Gabrb2,0.4557784
Macrogene 38,mouse_Snx7,0.43818492
Macrogene 38,marm_MCTP1,0.38694176
Macrogene 38,marm_LMO3,0.38303694
Macrogene 38,marm_MMD2,0.36797425
Macrogene 38,mouse_Ppm1h,0.36000392
Macrogene 38,marm_GRIN1,0.35366368
Macrogene 38,marm_CACNB4,0.3483263
Macrogene 38,marm_ABHD3,0.3410944
Macrogene 38,marm_INPP5A,0.3346537
Macrogene 38,mouse_Inpp5a,0.32868636
Macrogene 38,marm_ARPP19,0.32701787
Macrogene 38,marm_STEAP2,0.3195866
Macrogene 38,marm_ACTR3B,0.31340358
Macrogene 38,mouse_Actr3b,0.31116217
Macrogene 38,mouse_Ndst3,0.30896813
Macrogene 38,marm_NDST3,0.30850595
Macrogene 38,marm_GABRB3,0.30543354
Macrogene 38,marm_ELAPOR1,0.30332258
Macrogene 38,mouse_Sgcd,0.2990586
Macrogene 38,marm_CKB,0.2938299
Macrogene 38,marm_SNX7,0.29120362
Macrogene 38,marm_NCEH1,0.2911819
Macrogene 38,mouse_Gm37240,0.28891754
Macrogene 38,mouse_Eif2s3y,0.28837278
Macrogene 38,marm_GRAMD1B,0.27617186
Macrogene 38,mouse_Ptn,0.27420548
Macrogene 38,marm_GABRA2,0.27159837
Macrogene 38,marm_TBL1X,0.26905137
Macrogene 38,marm_NDRG4,0.24707636
Macrogene 38,marm_STXBP6,0.24481533
Macrogene 38,marm_ABHD12,0.24271636
Macrogene 38,marm_CLDN20,0.2402223
Macrogene 38,marm_FSTL1,0.23785383
Macrogene 38,mouse_Prkg1,0.23285148
Macrogene 38,marm_COTL1,0.2241014
Macrogene 38,marm_SGCD,0.22233586
Macrogene 38,marm_ABLIM1,0.21616678
Macrogene 38,mouse_Mmd2,0.2129824
Macrogene 38,marm_CNKSR2,0.20474814
Macrogene 39,mouse_Grm3,1.0001875
Macrogene 39,marm_GRIN2A,0.9329089
Macrogene 39,marm_TF,0.8324441
Macrogene 39,mouse_Gria3,0.81069005
Macrogene 39,marm_GRM3,0.8079686
Macrogene 39,mouse_Grin2a,0.80362654
Macrogene 39,mouse_Gria1,0.7561162
Macrogene 39,marm_GRIK2,0.70009065
Macrogene 39,marm_GRIA3,0.6979795
Macrogene 39,mouse_Npr3,0.6426567
Macrogene 39,mouse_Trf,0.60647726
Macrogene 39,marm_GRIA4,0.58141077
Macrogene 39,marm_GRIA1,0.5649245
Macrogene 39,marm_GRM5,0.49619976
Macrogene 39,mouse_Grik3,0.46960467
Macrogene 39,mouse_Grik1,0.39129272
Macrogene 39,marm_GRIK1,0.3833994
Macrogene 39,marm_GRIK4,0.35321108
Macrogene 39,marm_GRIK3,0.34465456
Macrogene 39,marm_GRM1,0.32668662
Macrogene 39,mouse_Mme,0.31474102
Macrogene 39,marm_CACNA2D3,0.29968995
Macrogene 39,mouse_Grm1,0.2968605
Macrogene 39,mouse_Grik4,0.27246338
Macrogene 39,mouse_Slc17a7,0.23817015
Macrogene 39,marm_CASR,0.20915999
Macrogene 39,mouse_Casr,0.20869368
Macrogene 39,mouse_Vmn2r2,0.20595899
Macrogene 40,mouse_Cd84,1.287787
Macrogene 40,marm_CD244,1.1508577
Macrogene 40,marm_LY9,1.1189278
Macrogene 40,marm_CD84,1.0688511
Macrogene 40,marm_CD2,1.04513
Macrogene 40,mouse_Cd244a,0.8079743
Macrogene 40,mouse_Cd2,0.7698503
Macrogene 40,marm_SLAMF6,0.73567706
Macrogene 40,marm_SLAMF7,0.7048903
Macrogene 40,marm_HAVCR2,0.36931065
Macrogene 40,marm_SLAMF8,0.26940724
Macrogene 40,marm_CD226,0.22950836
Macrogene 41,marm_DISC1,1.4930676
Macrogene 41,marm_KNDC1,1.1714593
Macrogene 41,marm_AKAP13,0.96499765
Macrogene 41,marm_ITPKB,0.78582484
Macrogene 41,marm_CLIC6,0.7364612
Macrogene 41,marm_MYLK3,0.6414701
Macrogene 41,mouse_Itpkb,0.5918197
Macrogene 41,mouse_Pbxip1,0.5648436
Macrogene 41,marm_MYO18B,0.5400866
Macrogene 41,marm_KIAA1755,0.539152
Macrogene 41,marm_BNIP5,0.53172475
Macrogene 41,mouse_0610040J01Rik,0.530432
Macrogene 41,marm_KLHDC7B,0.52291256
Macrogene 41,marm_RP1L1,0.5099444
Macrogene 41,marm_MARCKS,0.5035426
Macrogene 41,marm_KLRG2,0.4993442
Macrogene 41,marm_ALPK3,0.49714282
Macrogene 41,marm_PLEKHG4B,0.48910508
Macrogene 41,marm_CRYBG1,0.48809955
Macrogene 41,marm_NES,0.48391068
Macrogene 41,mouse_Kndc1,0.47663483
Macrogene 41,marm_ITPKA,0.43045497
Macrogene 41,mouse_Rcsd1,0.38327882
Macrogene 41,mouse_Arhgap31,0.35553205
Macrogene 41,mouse_Prag1,0.34690693
Macrogene 41,mouse_Amz1,0.33788416
Macrogene 41,marm_PASK,0.32602558
Macrogene 41,mouse_Vxn,0.31116426
Macrogene 41,marm_VEGFA,0.30695337
Macrogene 41,mouse_Bcas1,0.28874815
Macrogene 41,mouse_Crybg1,0.28551668
Macrogene 41,marm_MBP,0.26765475
Macrogene 41,mouse_Itpkc,0.25659388
Macrogene 41,marm_AHNAK2,0.24790703
Macrogene 41,marm_TACC3,0.24732113
Macrogene 41,marm_EPOP,0.24670732
Macrogene 41,mouse_Cspg5,0.2403308
Macrogene 41,mouse_Heg1,0.2364772
Macrogene 41,marm_DDN,0.23279437
Macrogene 41,marm_TSC22D4,0.23156519
Macrogene 41,mouse_Marcks,0.22889976
Macrogene 41,marm_ITPRID1,0.20491005
Macrogene 42,marm_CLEC7A,1.3013829
Macrogene 42,mouse_Klrb1,1.0601561
Macrogene 42,marm_LST1,0.8479611
Macrogene 42,mouse_Klrb1c,0.83803624
Macrogene 42,marm_CD72,0.825417
Macrogene 42,marm_KLRK1,0.81710845
Macrogene 42,mouse_Klrb1a,0.76744044
Macrogene 42,mouse_Clec2g,0.3488587
Macrogene 42,mouse_Clec2d,0.34882766
Macrogene 42,mouse_Clec12b,0.34349295
Macrogene 42,marm_CD300A,0.33861533
Macrogene 42,mouse_Clec9a,0.33612946
Macrogene 42,marm_KLRF1,0.32611778
Macrogene 42,marm_GCSAML,0.32376525
Macrogene 42,mouse_Cd300a,0.30534285
Macrogene 42,mouse_Clec12a,0.29834193
Macrogene 42,marm_CLEC2B,0.26647693
Macrogene 42,marm_TYROBP,0.24748357
Macrogene 42,marm_CLEC5A,0.24646977
Macrogene 42,marm_TREML1,0.23614845
Macrogene 43,mouse_Pkp2,1.1498133
Macrogene 43,mouse_Pkp3,0.633181
Macrogene 43,mouse_Pkp1,0.61592054
Macrogene 43,marm_PKP2,0.4743647
Macrogene 43,marm_INSC,0.4505989
Macrogene 44,marm_CAMK1D,1.3432741
Macrogene 44,mouse_Camk1d,1.32289
Macrogene 44,marm_DCLK1,1.2503586
Macrogene 44,marm_CAMK2A,1.0596888
Macrogene 44,mouse_Camk4,1.0576278
Macrogene 44,mouse_Sgk3,0.9584055
Macrogene 44,mouse_Rps6ka5,0.9461662
Macrogene 44,marm_RPS6KA5,0.91350895
Macrogene 44,marm_NIM1K,0.86704344
Macrogene 44,marm_PRKCB,0.85728145
Macrogene 44,marm_MAPK14,0.8220681
Macrogene 44,mouse_Phkg1,0.79981786
Macrogene 44,marm_CDKL1,0.75777507
Macrogene 44,mouse_Sgk1,0.73340577
Macrogene 44,marm_MKNK1,0.72430384
Macrogene 44,mouse_Prkca,0.72143835
Macrogene 44,mouse_Nim1k,0.7169775
Macrogene 44,marm_PRKCE,0.6495139
Macrogene 44,marm_STK3,0.64833224
Macrogene 44,marm_GRK3,0.6282704
Macrogene 44,mouse_Camk2a,0.6269736
Macrogene 44,mouse_Nuak1,0.6227898
Macrogene 44,marm_CDK6,0.6213636
Macrogene 44,mouse_Myo3b,0.6187384
Macrogene 44,marm_CAMK2G,0.5868735
Macrogene 44,mouse_Rps6ka2,0.5855115
Macrogene 44,mouse_Stk26,0.58078355
Macrogene 44,mouse_Prkaa2,0.5608843
Macrogene 44,marm_RPS6KA6,0.54813415
Macrogene 44,marm_RPS6KA1,0.54228145
Macrogene 44,marm_PAK1,0.5397365
Macrogene 44,mouse_Cdk6,0.53395677
Macrogene 44,marm_DAPK2,0.53033817
Macrogene 44,marm_CAMKV,0.530149
Macrogene 44,marm_PRKX,0.52719283
Macrogene 44,mouse_Cdk1,0.49672323
Macrogene 44,marm_PAK3,0.49640194
Macrogene 44,mouse_Lyn,0.49433425
Macrogene 44,marm_STK17B,0.4873025
Macrogene 44,mouse_Aurkb,0.4858824
Macrogene 44,marm_SGK1,0.48514196
Macrogene 44,marm_CAMK1G,0.48440158
Macrogene 44,mouse_Sgk2,0.4625769
Macrogene 44,mouse_Cdkl4,0.4523564
Macrogene 44,mouse_Prkcg,0.451225
Macrogene 44,mouse_Rab31,0.44869268
Macrogene 44,mouse_Melk,0.4478322
Macrogene 44,mouse_Camk2g,0.44457567
Macrogene 44,marm_AURKB,0.44433913
Macrogene 44,marm_CDK15,0.4359038
Macrogene 44,marm_PRKCA,0.3990668
Macrogene 44,marm_CAMKK1,0.37493885
Macrogene 44,mouse_Cdk14,0.3731461
Macrogene 44,mouse_Fyn,0.33432528
Macrogene 44,mouse_Camk2d,0.305355
Macrogene 44,marm_PRKCQ,0.29591566
Macrogene 44,mouse_Stk32a,0.25272796
Macrogene 44,marm_PRKCH,0.25073323
Macrogene 44,marm_CAMK2B,0.24022472
Macrogene 44,marm_RAB31,0.23479512
Macrogene 44,marm_STK33,0.23401393
Macrogene 44,mouse_Grk3,0.22213475
Macrogene 44,marm_PPP3R1,0.21954694
Macrogene 44,marm_VSNL1,0.21752122
Macrogene 44,marm_CAMK4,0.21677184
Macrogene 44,marm_CALM2,0.21361116
Macrogene 44,mouse_Prkcd,0.21225208
Macrogene 44,mouse_Stk32c,0.21203244
Macrogene 44,marm_PRKCG,0.21185969
Macrogene 44,mouse_Nek7,0.20930152
Macrogene 45,mouse_Cux2,0.8133707
Macrogene 45,marm_CUX2,0.69072
Macrogene 45,marm_TBRG1,0.49791455
Macrogene 45,marm_GTF2IRD1,0.36575204
Macrogene 45,mouse_Gtf2ird1,0.35939714
Macrogene 45,marm_IRF8,0.20280601
Macrogene 46,mouse_Gabrg3,1.3262899
Macrogene 46,marm_GABRB3,1.2034744
Macrogene 46,mouse_Gabrb2,1.0980349
Macrogene 46,marm_GABRG3,0.951031
Macrogene 46,marm_GABRA2,0.93725026
Macrogene 46,mouse_Gabra2,0.90021193
Macrogene 46,marm_GABRA1,0.8279205
Macrogene 46,mouse_Gabra1,0.7710007
Macrogene 46,mouse_Gabra5,0.71742314
Macrogene 46,mouse_Gabra3,0.70822316
Macrogene 46,mouse_Gabrg2,0.68590283
Macrogene 46,marm_GABRA4,0.6829135
Macrogene 46,marm_GABRA3,0.67885196
Macrogene 46,marm_GABRB2,0.6743515
Macrogene 46,marm_GABRG2,0.6717871
Macrogene 46,mouse_Gabrg1,0.6705901
Macrogene 46,marm_GABRA5,0.56174123
Macrogene 46,mouse_Kcnj3,0.231185
Macrogene 47,mouse_Rbms3,1.0992414
Macrogene 47,mouse_Rbms1,0.9411282
Macrogene 47,marm_CELF4,0.9334795
Macrogene 47,marm_RBMS1,0.876148
Macrogene 47,marm_RBMS3,0.82397056
Macrogene 48,marm_IL1RAPL2,2.299614
Macrogene 48,mouse_Il1rapl2,1.73487
Macrogene 48,mouse_Cd47,1.0199217
Macrogene 48,marm_IL18R1,0.691257
Macrogene 48,marm_ICOS,0.6726992
Macrogene 48,marm_CD200R1,0.62321275
Macrogene 48,marm_IL1R1,0.61108893
Macrogene 48,mouse_Vcam1,0.54213727
Macrogene 48,mouse_Il1rl1,0.5386717
Macrogene 48,mouse_Il1r1,0.5283363
Macrogene 48,marm_IL1RAP,0.4277834
Macrogene 48,mouse_Psg16,0.2973455
Macrogene 48,mouse_Flt1,0.28184786
Macrogene 48,marm_CD226,0.24934562
Macrogene 48,marm_HHLA2,0.23865318
Macrogene 48,marm_B2M,0.2321135
Macrogene 48,mouse_Il1rap,0.23186097
Macrogene 48,mouse_Tnfsf4,0.22440568
Macrogene 48,marm_CD86,0.21548441
Macrogene 48,marm_VCAM1,0.2129924
Macrogene 48,marm_PECAM1,0.21237718
Macrogene 48,marm_CD3E,0.20904961
Macrogene 48,marm_CD28,0.20504162
Macrogene 49,mouse_Cped1,1.3734269
Macrogene 49,mouse_Sel1l3,1.2043494
Macrogene 49,marm_UGGT2,0.9334068
Macrogene 49,mouse_Atp6ap2,0.804784
Macrogene 49,mouse_1700024G13Rik,0.78960085
Macrogene 49,marm_SEL1L3,0.75002795
Macrogene 49,marm_EVA1C,0.7233946
Macrogene 49,marm_HHAT,0.65421265
Macrogene 49,mouse_Csgalnact1,0.63516927
Macrogene 49,mouse_Ccdc3,0.6220311
Macrogene 49,marm_CSGALNACT1,0.61168283
Macrogene 49,marm_GPNMB,0.543872
Macrogene 49,marm_MCUB,0.5364871
Macrogene 49,marm_TNFSF4,0.52078927
Macrogene 49,marm_HHATL,0.5157841
Macrogene 49,marm_NMI,0.49773815
Macrogene 49,marm_TRIQK,0.4976085
Macrogene 49,mouse_G6pc,0.49438578
Macrogene 49,marm_SSR4,0.46444023
Macrogene 49,marm_AOAH,0.46414
Macrogene 49,mouse_Ust,0.46295017
Macrogene 49,marm_MTTP,0.4556035
Macrogene 49,marm_CPED1,0.4355425
Macrogene 49,mouse_Dse,0.42879492
Macrogene 49,marm_NXPE2,0.41954488
Macrogene 49,marm_PSME4,0.4056299
Macrogene 49,marm_ZPBP,0.4035714
Macrogene 49,marm_OTULINL,0.37530348
Macrogene 49,mouse_Rps20,0.37113813
Macrogene 49,marm_UST,0.31466386
Macrogene 49,marm_CHST15,0.295032
Macrogene 49,marm_B4GALNT3,0.29201746
Macrogene 49,mouse_Cwh43,0.2732792
Macrogene 49,mouse_Itgb8,0.2686166
Macrogene 49,mouse_Nxph2,0.26644945
Macrogene 49,marm_XYLT1,0.26481855
Macrogene 49,marm_CRTAC1,0.26338995
Macrogene 49,mouse_Banf2,0.25846294
Macrogene 49,mouse_Scrg1,0.24582355
Macrogene 49,mouse_Dipk2b,0.23925
Macrogene 49,mouse_Prss51,0.23917931
Macrogene 49,marm_SELENOP,0.2370288
Macrogene 49,mouse_Tmem231,0.23576273
Macrogene 49,mouse_Ndnf,0.22954085
Macrogene 49,mouse_Upk3a,0.22824526
Macrogene 49,marm_WDPCP,0.22208738
Macrogene 49,mouse_Crhbp,0.21787465
Macrogene 50,marm_ARHGAP42,0.49340996
Macrogene 50,marm_PIK3R3,0.4739408
Macrogene 50,marm_HIP1,0.46817282
Macrogene 50,marm_BCR,0.46011654
Macrogene 50,mouse_Ngef,0.39662927
Macrogene 50,mouse_Frmd4a,0.39055815
Macrogene 50,mouse_Arhgap42,0.3855142
Macrogene 50,mouse_Arhgap10,0.37740853
Macrogene 50,mouse_Cacnb2,0.3540143
Macrogene 50,mouse_Mctp1,0.35372826
Macrogene 50,marm_SLC39A12,0.352441
Macrogene 50,marm_PDE1B,0.35231152
Macrogene 50,mouse_Arhgef3,0.35088602
Macrogene 50,mouse_Baiap2,0.35031644
Macrogene 50,marm_BAIAP2,0.34742698
Macrogene 50,marm_STRN,0.34294122
Macrogene 50,marm_STAT1,0.34273762
Macrogene 50,marm_ARHGEF3,0.33495396
Macrogene 50,marm_SNTG1,0.33464673
Macrogene 50,marm_MPP7,0.33251882
Macrogene 50,mouse_Mpp7,0.3308526
Macrogene 50,marm_ARHGAP10,0.32043892
Macrogene 50,marm_RARB,0.30994934
Macrogene 50,marm_DIAPH3,0.3069552
Macrogene 50,mouse_Tpd52l1,0.30278495
Macrogene 50,mouse_Osbpl8,0.3014986
Macrogene 50,marm_RASGEF1B,0.29676744
Macrogene 50,marm_PLCB4,0.2943033
Macrogene 50,marm_DIAPH2,0.29283163
Macrogene 50,marm_IQGAP1,0.28888926
Macrogene 50,marm_PLCB1,0.28440943
Macrogene 50,marm_TMEFF1,0.27874103
Macrogene 50,marm_OSBPL8,0.27839163
Macrogene 50,marm_UNC13A,0.27146474
Macrogene 50,mouse_Stmn2,0.26545587
Macrogene 50,marm_CNKSR2,0.2601356
Macrogene 50,marm_RALYL,0.25869706
Macrogene 50,marm_GRAMD1B,0.2567456
Macrogene 50,marm_STARD13,0.25552458
Macrogene 50,marm_KCTD16,0.25507194
Macrogene 50,marm_FNBP1L,0.2528427
Macrogene 50,marm_PRKD1,0.24896452
Macrogene 50,marm_MTSS1,0.24877536
Macrogene 50,marm_NGEF,0.24663189
Macrogene 50,mouse_Snx30,0.24360527
Macrogene 50,mouse_Dab1,0.24359795
Macrogene 50,marm_RBM26,0.243283
Macrogene 50,mouse_Kcnip4,0.23915793
Macrogene 50,mouse_Cnksr2,0.23810524
Macrogene 50,marm_STRIP2,0.23311773
Macrogene 50,mouse_Plcb4,0.22902808
Macrogene 50,marm_MAPK4,0.22525525
Macrogene 50,marm_ELL2,0.22010557
Macrogene 50,marm_NTRK3,0.21837857
Macrogene 50,marm_PDE10A,0.21331875
Macrogene 50,marm_RFX3,0.21212634
Macrogene 50,marm_CHST11,0.21161366
Macrogene 50,marm_LRRC8D,0.2097922
Macrogene 50,marm_NECAB1,0.20886058
